Name,Energy Type,Set Name,Set Code,Card Number,Card Type,HP,Attacks,Weakness,Retreat Cost,Illustrator,Flavor Text,Image URL,Rarity,Pack,Local Image Path
Larvesta,Fire,Mythical Island,A1a,13,Pokémon - Basic,80,"[{'name': 'Combustion', 'cost': ['RC'], 'damage': '30', 'effect': ''}]",Water,2,kawayoo,This Pokémon was called the Larva That Stole the Sun. The fire Larvesta spouts from its horns can cut right through a sheet of iron.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_013_EN.webp,◊,Mew,cards/mythical-island/13.webp
Volcarona,Fire,Mythical Island,A1a,14,Pokémon - Stage 1 - Evolves from Larvesta,120,"[{'name': 'Volcanic Ash', 'cost': ['RRC'], 'damage': '0', 'effect': ""Discard 2 [R] Energy from this Pokémon. This attack does 80 damage to 1 of your opponent's Pokémon.""}]",Water,2,DOM,"Its burning body causes it to be unpopular in hot parts of the world, but in cold ones, Volcarona is revered as an embodiment of the sun.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_014_EN.webp,◊◊◊,Mew,cards/mythical-island/14.webp
Salandit,Fire,Mythical Island,A1a,15,Pokémon - Basic,60,"[{'name': 'Venoshock', 'cost': ['C'], 'damage': '10+', 'effect': ""If your opponent's Active Pokémon is Poisoned, this attack does 40 more damage.""}]",Water,1,Naoki Saito,"It taunts its prey and lures them into narrow, rocky areas where it then sprays them with toxic gas to make them dizzy and take them down.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_015_EN.webp,◊,Mew,cards/mythical-island/15.webp
Salazzle,Fire,Mythical Island,A1a,16,Pokémon - Stage 1 - Evolves from Salandit,80,"[{'name': 'Poison Claws', 'cost': ['R'], 'damage': '30', 'effect': ""Your opponent's Active Pokémon is now Poisoned.""}]",Water,1,Mitsuhiro Arita,"Salazzle makes its opponents light-headed with poisonous gas, then captivates them with alluring movements to turn them into loyal servants.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_016_EN.webp,◊,Mew,cards/mythical-island/16.webp
Magikarp,Water,Mythical Island,A1a,17,Pokémon - Basic,30,"[{'name': 'Leap Out', 'cost': ['W'], 'damage': '0', 'effect': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]",Lightning,1,Mitsuhiro Arita,"An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_017_EN.webp,◊,Mew,cards/mythical-island/17.webp
Gyarados ex,Water,Mythical Island,A1a,18,Pokémon - Stage 1 - Evolves from Magikarp,180,"[{'name': 'Rampaging Whirlpool', 'cost': ['WWWC'], 'damage': '140', 'effect': ""Discard a random Energy from among the Energy attached to all Pokémon (both yours and your opponent's).""}]",Lightning,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_018_EN.webp,◊◊◊◊,Mew,cards/mythical-island/18.webp
Vaporeon,Water,Mythical Island,A1a,19,Pokémon - Stage 1 - Evolves from Eevee,120,"[{'name': 'Wave Splash', 'cost': ['WCC'], 'damage': '60', 'effect': ''}]",Lightning,2,LINNE,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_019_EN.webp,◊◊◊,Mew,cards/mythical-island/19.webp
Finneon,Water,Mythical Island,A1a,20,Pokémon - Basic,60,"[{'name': 'Water Gun', 'cost': ['W'], 'damage': '20', 'effect': ''}]",Lightning,1,sui,The line running down its side can store sunlight. It shines vividly at night.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_020_EN.webp,◊,Mew,cards/mythical-island/20.webp
Lumineon,Water,Mythical Island,A1a,21,Pokémon - Stage 1 - Evolves from Finneon,80,"[{'name': 'Aqua Liner', 'cost': ['WW'], 'damage': '0', 'effect': ""This attack does 50 damage to 1 of your opponent's Benched Pokémon.""}]",Lightning,0,Sekio,"With its shining light, it lures its prey close. However, the light also happens to attract ferocious fish Pokémon—its natural predators.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_021_EN.webp,◊◊,Mew,cards/mythical-island/21.webp
Chewtle,Water,Mythical Island,A1a,22,Pokémon - Basic,80,"[{'name': 'Bite', 'cost': ['WC'], 'damage': '30', 'effect': ''}]",Lightning,2,Taiga Kayama,"Its large front tooth is still growing in. When the tooth itches, this Pokémon will bite another Chewtle’s horn, and the two Pokémon will tussle.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_022_EN.webp,◊,Mew,cards/mythical-island/22.webp
Drednaw,Water,Mythical Island,A1a,23,Pokémon - Stage 1 - Evolves from Chewtle,130,"[{'name': 'Crunch', 'cost': ['WWW'], 'damage': '70', 'effect': ""Flip a coin. If heads, discard a random Energy from your opponent's Active Pokémon.""}]",Lightning,3,nisimono,"Its massive, jagged teeth can crush a boulder in a single bite. This Pokémon has an extremely vicious disposition.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_023_EN.webp,◊◊,Mew,cards/mythical-island/23.webp
Cramorant,Water,Mythical Island,A1a,24,Pokémon - Basic,80,"[{'name': 'Dive', 'cost': ['WWC'], 'damage': '60', 'effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.""}]",Lightning,1,Jerky,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_024_EN.webp,◊,Mew,cards/mythical-island/24.webp
Pikachu,Lightning,Mythical Island,A1a,25,Pokémon - Basic,60,"[{'name': 'Circle Circuit', 'cost': ['L'], 'damage': '10x', 'effect': 'This attack does 10 damage for each of your Benched [L] Pokémon.'}]",Fighting,1,Naoyo Kimura,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_025_EN.webp,◊,Mew,cards/mythical-island/25.webp
Raichu,Lightning,Mythical Island,A1a,26,Pokémon - Stage 1 - Evolves from Pikachu,120,"[{'name': 'Gigashock', 'cost': ['LLL'], 'damage': '60', 'effect': ""This attack also does 20 damage to each of your opponent's Benched Pokémon.""}]",Fighting,2,hncl,"Its tail discharges electricity into the ground, protecting it from getting shocked.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_026_EN.webp,◊◊◊,Mew,cards/mythical-island/26.webp
Electabuzz,Lightning,Mythical Island,A1a,27,Pokémon - Basic,70,"[{'name': 'Thunder Spear', 'cost': ['LL'], 'damage': '0', 'effect': ""This attack does 40 damage to 1 of your opponent's Pokémon.""}]",Fighting,1,Naoyo Kimura,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_027_EN.webp,◊◊,Mew,cards/mythical-island/27.webp
Joltik,Lightning,Mythical Island,A1a,28,Pokémon - Basic,40,"[{'name': 'Bug Bite', 'cost': ['L'], 'damage': '30', 'effect': ''}]",Fighting,1,MINAMINAMI Take,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_028_EN.webp,◊,Mew,cards/mythical-island/28.webp
Galvantula,Lightning,Mythical Island,A1a,29,Pokémon - Stage 1 - Evolves from Joltik,80,"[{'name': 'Electroweb', 'cost': ['LL'], 'damage': '70', 'effect': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}]",Fighting,1,Mitsuhiro Arita,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_029_EN.webp,◊◊,Mew,cards/mythical-island/29.webp
Dedenne,Lightning,Mythical Island,A1a,30,Pokémon - Basic,60,"[{'name': 'Thunder Shock', 'cost': ['L'], 'damage': '10', 'effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",Fighting,1,Taiga Kayama,"It’s small and its electricity-generating organ is not fully developed, so it uses its tail to absorb electricity from people’s homes and charge itself.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_030_EN.webp,◊,Mew,cards/mythical-island/30.webp
Mew,Psychic,Mythical Island,A1a,31,Pokémon - Basic,60,"[{'name': 'Psy Report', 'cost': ['P'], 'damage': '20', 'effect': 'Your opponent reveals their hand.'}]",Darkness,1,Saya Tsuruta,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_031_EN.webp,◊◊◊,Mew,cards/mythical-island/31.webp
Mew ex,Psychic,Mythical Island,A1a,32,Pokémon - Basic,130,"[{'name': 'Psyshot', 'cost': ['P'], 'damage': '20', 'effect': ''}, {'name': 'Genome Hacking', 'cost': ['CCC'], 'damage': '0', 'effect': ""Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""}]",Darkness,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_032_EN.webp,◊◊◊◊,Mew,cards/mythical-island/32.webp
Sigilyph,Psychic,Mythical Island,A1a,33,Pokémon - Basic,80,"[{'name': 'Spike Draw', 'cost': ['P'], 'damage': '10', 'effect': 'Draw a card.'}]",Darkness,1,Shigenori Negishi,Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_033_EN.webp,◊◊,Mew,cards/mythical-island/33.webp
Elgyem,Psychic,Mythical Island,A1a,34,Pokémon - Basic,60,"[{'name': 'Headbutt', 'cost': ['P'], 'damage': '20', 'effect': ''}]",Darkness,1,Kouki Saitou,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_034_EN.webp,◊,Mew,cards/mythical-island/34.webp
Beheeyem,Psychic,Mythical Island,A1a,35,Pokémon - Stage 1 - Evolves from Elgyem,90,"[{'name': 'Mind Jack', 'cost': ['P'], 'damage': '10+', 'effect': ""This attack does 20 more damage for each of your opponent's Benched Pokémon.""}]",Darkness,1,sowsow,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_035_EN.webp,◊◊,Mew,cards/mythical-island/35.webp
Flabébé,Psychic,Mythical Island,A1a,36,Pokémon - Basic,40,"[{'name': 'Hypnotic Gaze', 'cost': ['P'], 'damage': '0', 'effect': ""Your opponent's Active Pokémon is now Asleep.""}]",Metal,1,Cona Nitanda,This Pokémon can draw forth the power hidden within blooming wild flowers. It is particularly fond of red flowers.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_036_EN.webp,◊,Mew,cards/mythical-island/36.webp
Floette,Psychic,Mythical Island,A1a,37,Pokémon - Stage 1 - Evolves from Flabébé,70,"[{'name': 'Leaf Drain', 'cost': ['P'], 'damage': '40', 'effect': 'Heal 10 damage from this Pokémon.'}]",Metal,1,Cona Nitanda,This Pokémon draws forth what power is left in withered flowers to make them healthy again. It holds a red flower.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_037_EN.webp,◊,Mew,cards/mythical-island/37.webp
Florges,Psychic,Mythical Island,A1a,38,Pokémon - Stage 2 - Evolves from Floette,120,"[{'name': 'Bloomshine', 'cost': ['PP'], 'damage': '80', 'effect': 'Heal 20 damage from each of your Pokémon.'}]",Metal,1,Cona Nitanda,This Pokémon creates an impressive flower garden in its territory. It draws forth the power of the red flowers around its neck.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_038_EN.webp,◊◊,Mew,cards/mythical-island/38.webp
Swirlix,Psychic,Mythical Island,A1a,39,Pokémon - Basic,60,"[{'name': 'Fairy Wind', 'cost': ['P'], 'damage': '20', 'effect': ''}]",Metal,1,5ban Graphics,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_039_EN.webp,◊,Mew,cards/mythical-island/39.webp
Slurpuff,Psychic,Mythical Island,A1a,40,Pokémon - Stage 1 - Evolves from Swirlix,100,"[{'name': 'Magical Shot', 'cost': ['PC'], 'damage': '60', 'effect': ''}]",Metal,2,Kagemaru Himeno,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_040_EN.webp,◊,Mew,cards/mythical-island/40.webp
Mankey,Fighting,Mythical Island,A1a,41,Pokémon - Basic,50,"[{'name': 'Focus Fist', 'cost': ['F'], 'damage': '50', 'effect': 'Flip a coin. If tails, this attack does nothing.'}]",Psychic,1,Akira Komayama,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_041_EN.webp,◊,Mew,cards/mythical-island/41.webp
Primeape,Fighting,Mythical Island,A1a,42,Pokémon - Stage 1 - Evolves from Mankey,80,"[{'name': 'Punch', 'cost': ['F'], 'damage': '50', 'effect': ''}]",Psychic,1,Taiga Kayama,It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_042_EN.webp,◊,Mew,cards/mythical-island/42.webp
Geodude,Fighting,Mythical Island,A1a,43,Pokémon - Basic,70,"[{'name': 'Light Punch', 'cost': ['FC'], 'damage': '30', 'effect': ''}]",Grass,2,GOSSAN,"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_043_EN.webp,◊,Mew,cards/mythical-island/43.webp
Graveler,Fighting,Mythical Island,A1a,44,Pokémon - Stage 1 - Evolves from Geodude,100,"[{'name': 'Lunge Out', 'cost': ['FC'], 'damage': '40', 'effect': ''}]",Grass,3,Ayaka Yoshida,"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_044_EN.webp,◊◊,Mew,cards/mythical-island/44.webp
Golem,Fighting,Mythical Island,A1a,45,Pokémon - Stage 2 - Evolves from Graveler,160,"[{'name': 'Guard Press', 'cost': ['FFFC'], 'damage': '120', 'effect': ""During your opponent's next turn, this Pokémon takes −30 damage from attacks.""}]",Grass,3,Masakazu Fukuda,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_045_EN.webp,◊◊◊,Mew,cards/mythical-island/45.webp
Aerodactyl ex,Fighting,Mythical Island,A1a,46,Pokémon - Stage 1 - Evolves from Old Amber,140,"[{'name': 'Land Crush', 'cost': ['FC'], 'damage': '80', 'effect': ''}]",Lightning,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_046_EN.webp,◊◊◊◊,Mew,cards/mythical-island/46.webp
Marshadow,Fighting,Mythical Island,A1a,47,Pokémon - Basic,80,"[{'name': 'Revenge', 'cost': ['FC'], 'damage': '40+', 'effect': ""If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage.""}]",Psychic,1,kantaro,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_047_EN.webp,◊◊◊,Mew,cards/mythical-island/47.webp
Stonjourner,Fighting,Mythical Island,A1a,48,Pokémon - Basic,120,"[{'name': 'Mega Kick', 'cost': ['FFF'], 'damage': '90', 'effect': ''}]",Grass,3,Teeziro,The elemental composition of the rocks that form its body were found to match the bedrock of a land far away from this Pokémon’s habitat.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_048_EN.webp,◊◊,Mew,cards/mythical-island/48.webp
Koffing,Darkness,Mythical Island,A1a,49,Pokémon - Basic,70,"[{'name': 'Division', 'cost': ['D'], 'damage': '0', 'effect': 'Put 1 random Koffing from your deck onto your Bench.'}]",Fighting,2,Naoyo Kimura,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_049_EN.webp,◊,Mew,cards/mythical-island/49.webp
Weezing,Darkness,Mythical Island,A1a,50,Pokémon - Stage 1 - Evolves from Koffing,110,"[{'name': 'Smokescreen', 'cost': ['DD'], 'damage': '50', 'effect': ""During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.""}]",Fighting,3,Mousho,"If one of the twin Koffing inflates, the other one deflates. It constantly mixes its poisonous gases.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_050_EN.webp,◊◊,Mew,cards/mythical-island/50.webp
Purrloin,Darkness,Mythical Island,A1a,51,Pokémon - Basic,60,"[{'name': 'Scratch', 'cost': ['D'], 'damage': '20', 'effect': ''}]",Grass,1,Kagemaru Himeno,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_051_EN.webp,◊,Mew,cards/mythical-island/51.webp
Liepard,Darkness,Mythical Island,A1a,52,Pokémon - Stage 1 - Evolves from Purrloin,90,"[{'name': 'Slash', 'cost': ['D'], 'damage': '40', 'effect': ''}]",Grass,1,GIDORA,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_052_EN.webp,◊,Mew,cards/mythical-island/52.webp
Venipede,Darkness,Mythical Island,A1a,53,Pokémon - Basic,60,"[{'name': 'Ram', 'cost': ['D'], 'damage': '20', 'effect': ''}]",Fighting,1,Yukiko Baba,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_053_EN.webp,◊,Mew,cards/mythical-island/53.webp
Whirlipede,Darkness,Mythical Island,A1a,54,Pokémon - Stage 1 - Evolves from Venipede,90,"[{'name': 'Poison Sting', 'cost': ['D'], 'damage': '20', 'effect': ""Your opponent's Active Pokémon is now Poisoned.""}]",Fighting,2,Shin Nagasawa,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_054_EN.webp,◊,Mew,cards/mythical-island/54.webp
Scolipede,Darkness,Mythical Island,A1a,55,Pokémon - Stage 2 - Evolves from Whirlipede,140,"[{'name': 'Venoshock', 'cost': ['DC'], 'damage': '70+', 'effect': ""If your opponent's Active Pokémon is Poisoned, this attack does 50 more damage.""}]",Fighting,2,5ban Graphics,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_055_EN.webp,◊◊,Mew,cards/mythical-island/55.webp
Druddigon,Dragon,Mythical Island,A1a,56,Pokémon - Basic,100,"[{'name': 'Dragon Claw', 'cost': ['RWC'], 'damage': '90', 'effect': ''}]",none,2,Ryota Murayama,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_056_EN.webp,◊◊,Mew,cards/mythical-island/56.webp
Pidgey,Colorless,Mythical Island,A1a,57,Pokémon - Basic,50,"[{'name': 'Flap', 'cost': ['C'], 'damage': '20', 'effect': ''}]",Lightning,1,Shigenori Negishi,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_057_EN.webp,◊,Mew,cards/mythical-island/57.webp
Pidgeotto,Colorless,Mythical Island,A1a,58,Pokémon - Stage 1 - Evolves from Pidgey,90,"[{'name': 'Wing Attack', 'cost': ['CCC'], 'damage': '50', 'effect': ''}]",Lightning,1,Taiga Kayama,The claws on its feet are well developed. It can carry prey such as an Exeggcute to its nest over 60 miles away.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_058_EN.webp,◊,Mew,cards/mythical-island/58.webp
Pidgeot ex,Colorless,Mythical Island,A1a,59,Pokémon - Stage 2 - Evolves from Pidgeotto,170,"[{'name': 'Scattering Cyclone', 'cost': ['CCC'], 'damage': '80+', 'effect': ""This attack does 20 more damage for each of your opponent's Benched Pokémon.""}]",Lightning,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_059_EN.webp,◊◊◊◊,Mew,cards/mythical-island/59.webp
Tauros,Colorless,Mythical Island,A1a,60,Pokémon - Basic,100,"[{'name': 'Fighting Tackle', 'cost': ['CCC'], 'damage': '40+', 'effect': ""If your opponent's Active Pokémon is a Pokémon ex, this attack does 80  more damage.""}]",Fighting,2,KEIICHIRO ITO,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_060_EN.webp,◊◊◊,Mew,cards/mythical-island/60.webp
Eevee,Colorless,Mythical Island,A1a,61,Pokémon - Basic,60,"[{'name': 'Continuous Steps', 'cost': ['C'], 'damage': '20x', 'effect': 'Flip a coin until you get tails. This attack does 20 damage for each heads.'}]",Fighting,1,Hitoshi Ariga,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_061_EN.webp,◊,Mew,cards/mythical-island/61.webp
Chatot,Colorless,Mythical Island,A1a,62,Pokémon - Basic,60,"[{'name': 'Mimic', 'cost': ['C'], 'damage': '0', 'effect': ""Shuffle your hand into your deck. Draw a card for each card in your opponent's hand.""}]",Lightning,1,Masako Tomii,It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_062_EN.webp,◊,Mew,cards/mythical-island/62.webp
Old Amber,,Mythical Island,A1a,63,Trainer - Item,40,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""Play this card as if it were a 40-HP Basic[C]Pokémon.At any time during your turn, you may discard this card from play.This card can't retreat. Illustrated byToyste Beach""}]",,,Toyste Beach,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_063_EN.webp,◊,Mew,cards/mythical-island/63.webp
Pokémon Flute,,Mythical Island,A1a,64,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""Put a Basic Pokémon from your opponent's discard pile onto their Bench. Illustrated byToyste Beach""}]",,,Toyste Beach,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_064_EN.webp,◊◊,Mew,cards/mythical-island/64.webp
Mythical Slab,,Mythical Island,A1a,65,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Look at the top card of your deck. If that card is a[P]Pokémon, put it into your hand. If it is not a[P]Pokémon, put it on the bottom of your deck. Illustrated byAYUMI ODASHIMA'}]",,,AYUMI ODASHIMA,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_065_EN.webp,◊◊,Mew,cards/mythical-island/65.webp
Budding Expeditioner,,Mythical Island,A1a,66,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Put your Mew ex in the Active Spot into your hand. Illustrated byYuu Nishida'}]",,,Yuu Nishida,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_066_EN.webp,◊◊,Mew,cards/mythical-island/66.webp
Blue,,Mythical Island,A1a,67,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""During your opponent's next turn, all of your Pokémon take −10 damage from attacks from your opponent's Pokémon. Illustrated byRyuta Fuse""}]",,,Ryuta Fuse,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_067_EN.webp,◊◊,Mew,cards/mythical-island/67.webp
Leaf,,Mythical Island,A1a,68,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'During this turn, the Retreat Cost of your Active Pokémon is 2 less. Illustrated byEn Morikura'}]",,,En Morikura,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_068_EN.webp,◊◊,Mew,cards/mythical-island/68.webp
Exeggutor,Grass,Mythical Island,A1a,69,Pokémon - Stage 1 - Evolves from Exeggcute,130,"[{'name': 'Psychic', 'cost': ['GCCC'], 'damage': '80+', 'effect': ""This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.""}]",Fire,3,Gapao,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_069_EN.webp,☆,Mew,cards/mythical-island/69.webp
Serperior,Grass,Mythical Island,A1a,70,Pokémon - Stage 2 - Evolves from Servine,110,"[{'name': 'Solar Beam', 'cost': ['GCCC'], 'damage': '70', 'effect': ''}]",Fire,2,rika,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_070_EN.webp,☆,Mew,cards/mythical-island/70.webp
Salandit,Fire,Mythical Island,A1a,71,Pokémon - Basic,60,"[{'name': 'Venoshock', 'cost': ['C'], 'damage': '10+', 'effect': ""If your opponent's Active Pokémon is Poisoned, this attack does 40 more damage.""}]",Water,1,Nurikabe,"It taunts its prey and lures them into narrow, rocky areas where it then sprays them with toxic gas to make them dizzy and take them down.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_071_EN.webp,☆,Mew,cards/mythical-island/71.webp
Vaporeon,Water,Mythical Island,A1a,72,Pokémon - Stage 1 - Evolves from Eevee,120,"[{'name': 'Wave Splash', 'cost': ['WCC'], 'damage': '60', 'effect': ''}]",Lightning,2,aspara,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_072_EN.webp,☆,Mew,cards/mythical-island/72.webp
Dedenne,Lightning,Mythical Island,A1a,73,Pokémon - Basic,60,"[{'name': 'Thunder Shock', 'cost': ['L'], 'damage': '10', 'effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",Fighting,1,Yuu Nishida,"It’s small and its electricity-generating organ is not fully developed, so it uses its tail to absorb electricity from people’s homes and charge itself.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_073_EN.webp,☆,Mew,cards/mythical-island/73.webp
